"Country","Year","US100","UC1000","US100.lin_inter","US100.cst_inter","UC1000.lin_inter","UC1000.cst_inter"
"Portugal",1994,0.795,0.775,0.795,0.795,0.775,0.775
"Portugal",1995,0.792,0.768,0.792,0.792,0.768,0.768
"Portugal",1996,0.793,0.773,0.793,0.793,0.773,0.773
"Portugal",1997,0.795,0.781,0.795,0.795,0.781,0.781
"Portugal",1998,0.794,0.793,0.794,0.794,0.793,0.793
"Portugal",1999,0.789,0.789,0.789,0.789,0.789,0.789
"Portugal",2000,0.79,0.792,0.79,0.79,0.792,0.792
"Portugal",2001,0.778,0.771,0.778,0.778,0.771,0.771
"Portugal",2002,0.779,0.766,0.779,0.779,0.766,0.766
"Portugal",2003,0.782,0.769,0.782,0.782,0.769,0.769
"Portugal",2004,0.783,0.772,0.783,0.783,0.772,0.772
"Portugal",2005,0.775,0.764,0.775,0.775,0.764,0.764
"Portugal",2006,0.774,0.765,0.774,0.774,0.765,0.765
"Portugal",2007,0.776,0.764,0.776,0.776,0.764,0.764
"Portugal",2008,0.775,0.77,0.775,0.775,0.77,0.77
"Portugal",2009,0.775,0.772,0.775,0.775,0.772,0.772
"Portugal",2010,0.776,0.771,0.776,0.776,0.771,0.771
"Portugal",2011,0.774,0.769,0.774,0.774,0.769,0.769
"South Korea",1970,NA,NA,NA,NA,NA,NA
"South Korea",1971,0,0,0,0,0,0
"South Korea",1972,0,0,0,0,0,0
"South Korea",1973,0,0,0,0,0,0
"South Korea",1974,0,0,0,0,0,0
"South Korea",1975,0,0,0,0,0,0
"South Korea",1976,0,0,0,0,0,0
"South Korea",1977,0,0,0,0,0,0
"South Korea",1978,0,0,0,0,0,0
"South Korea",1979,0,0,0,0,0,0
"South Korea",1980,0,0,0,0,0,0
"South Korea",1981,0,0,0,0,0,0
"South Korea",1982,0,0,0,0,0,0
"South Korea",1983,0,0,0,0,0,0
"South Korea",1984,0,0,0,0,0,0
"South Korea",1985,0,0,0,0,0,0
"South Korea",1986,0,0,0,0,0,0
"South Korea",1987,0,0,0,0,0,0
"South Korea",1988,0,0,0,0,0,0
"South Korea",1989,0,0,0,0,0,0
"South Korea",1990,0,0,0,0,0,0
"South Korea",1991,0,0,0,0,0,0
"South Korea",1992,0,0,0,0,0,0
"South Korea",1993,0,0,0,0,0,0
"South Korea",1994,0,0,0,0,0,0
"South Korea",1995,0,0,0,0,0,0
"South Korea",1996,0.524,0.259,0.524,0.524,0.259,0.259
"South Korea",1997,0.533,0.264,0.533,0.533,0.264,0.264
"South Korea",1998,0.539,0.267,0.539,0.539,0.267,0.267
"South Korea",1999,0.548,0.272,0.548,0.548,0.272,0.272
"South Korea",2000,0.551,0.273,0.551,0.551,0.273,0.273
"South Korea",2001,0.553,0.274,0.553,0.553,0.274,0.274
"South Korea",2002,0.549,0.273,0.549,0.549,0.273,0.273
"South Korea",2003,0.536,0.267,0.536,0.536,0.267,0.267
"South Korea",2004,0.541,0.276,0.541,0.541,0.276,0.276
"South Korea",2005,0.553,0.292,0.553,0.553,0.292,0.292
"South Korea",2006,0.548,0.301,0.548,0.548,0.301,0.301
"South Korea",2007,0.534,0.326,0.534,0.534,0.326,0.326
"South Korea",2008,0.507,0.335,0.507,0.507,0.335,0.335
"South Korea",2009,0.505,0.354,0.505,0.505,0.354,0.354
"South Korea",2010,0.493,0.355,0.493,0.493,0.355,0.355
"South Korea",2011,0.474,0.358,0.474,0.474,0.358,0.358
"Czech Republic",1970,NA,NA,NA,NA,NA,NA
"Czech Republic",1971,NA,NA,NA,NA,NA,NA
"Czech Republic",1972,NA,NA,NA,NA,NA,NA
"Czech Republic",1973,NA,NA,NA,NA,NA,NA
"Czech Republic",1974,NA,NA,NA,NA,NA,NA
"Czech Republic",1975,NA,NA,NA,NA,NA,NA
"Czech Republic",1976,NA,NA,NA,NA,NA,NA
"Czech Republic",1977,NA,NA,NA,NA,NA,NA
"Czech Republic",1978,NA,NA,NA,NA,NA,NA
"Czech Republic",1979,NA,NA,NA,NA,NA,NA
"Czech Republic",1980,NA,NA,NA,NA,NA,NA
"Czech Republic",1981,NA,NA,NA,NA,NA,NA
"Czech Republic",1982,NA,NA,NA,NA,NA,NA
"Czech Republic",1983,NA,NA,NA,NA,NA,NA
"Czech Republic",1984,NA,NA,NA,NA,NA,NA
"Czech Republic",1985,NA,NA,NA,NA,NA,NA
"Czech Republic",1986,NA,NA,NA,NA,NA,NA
"Czech Republic",1987,NA,NA,NA,NA,NA,NA
"Czech Republic",1988,NA,NA,NA,NA,NA,NA
"Czech Republic",1989,NA,NA,NA,NA,NA,NA
"Czech Republic",1990,NA,NA,NA,NA,NA,NA
"Czech Republic",1991,NA,NA,NA,NA,NA,NA
"Czech Republic",1992,NA,NA,NA,NA,NA,NA
"Czech Republic",1993,NA,NA,NA,NA,NA,NA
"Czech Republic",1994,NA,NA,NA,NA,NA,NA
"Czech Republic",1995,0.541,0.648,0.541,0.541,0.648,0.648
"Czech Republic",1996,0.491,0.659,0.491,0.491,0.659,0.659
"Czech Republic",1997,0.505,0.642,0.505,0.505,0.642,0.642
"Czech Republic",1998,0.522,0.63,0.522,0.522,0.63,0.63
"Czech Republic",1999,0.45,0.525,0.45,0.45,0.525,0.525
"Czech Republic",2000,0.45,0.526,0.45,0.45,0.526,0.526
"Czech Republic",2001,0.45,0.523,0.45,0.45,0.523,0.523
"Czech Republic",2002,0.45,0.523,0.45,0.45,0.523,0.523
"Czech Republic",2003,0.45,0.522,0.45,0.45,0.522,0.522
"Czech Republic",2004,0.45,0.518,0.45,0.45,0.518,0.518
"Czech Republic",2005,0.475,0.542,0.475,0.475,0.542,0.542
"Czech Republic",2006,0.475,0.506,0.475,0.475,0.506,0.506
"Czech Republic",2007,0.475,0.532,0.475,0.475,0.532,0.532
"Czech Republic",2008,0.475,0.54,0.475,0.475,0.54,0.54
"Czech Republic",2009,0.383,0.525,0.383,0.383,0.525,0.525
"Czech Republic",2010,0.383,0.521,0.383,0.383,0.521,0.521
"Czech Republic",2011,NA,NA,NA,NA,NA,NA
"Estonia",1970,NA,NA,NA,NA,NA,NA
"Estonia",1971,NA,NA,NA,NA,NA,NA
"Estonia",1972,NA,NA,NA,NA,NA,NA
"Estonia",1973,NA,NA,NA,NA,NA,NA
"Estonia",1974,NA,NA,NA,NA,NA,NA
"Estonia",1975,NA,NA,NA,NA,NA,NA
"Estonia",1976,NA,NA,NA,NA,NA,NA
"Estonia",1977,NA,NA,NA,NA,NA,NA
"Estonia",1978,NA,NA,NA,NA,NA,NA
"Estonia",1979,NA,NA,NA,NA,NA,NA
"Estonia",1980,NA,NA,NA,NA,NA,NA
"Estonia",1981,NA,NA,NA,NA,NA,NA
"Estonia",1982,NA,NA,NA,NA,NA,NA
"Estonia",1983,NA,NA,NA,NA,NA,NA
"Estonia",1984,NA,NA,NA,NA,NA,NA
"Estonia",1985,NA,NA,NA,NA,NA,NA
"Estonia",1986,NA,NA,NA,NA,NA,NA
"Estonia",1987,NA,NA,NA,NA,NA,NA
"Estonia",1988,NA,NA,NA,NA,NA,NA
"Estonia",1989,NA,NA,NA,NA,NA,NA
"Estonia",1990,NA,NA,NA,NA,NA,NA
"Estonia",1991,NA,NA,NA,NA,NA,NA
"Estonia",1992,NA,NA,NA,NA,NA,NA
"Estonia",1993,NA,NA,NA,NA,NA,NA
"Estonia",1994,NA,NA,NA,NA,NA,NA
"Estonia",1995,0.133,0.227,0.133,0.133,0.227,0.227
"Estonia",1996,0.107,0.191,0.107,0.107,0.191,0.191
"Estonia",1997,0.089,0.175,0.089,0.089,0.175,0.175
"Estonia",1998,0.136,0.217,0.136,0.136,0.217,0.217
"Estonia",1999,0.126,0.204,0.126,0.126,0.204,0.204
"Estonia",2000,0.112,0.178,0.112,0.112,0.178,0.178
"Estonia",2001,0.1,0.158,0.1,0.1,0.158,0.158
"Estonia",2002,0.09,0.157,0.09,0.09,0.157,0.157
"Estonia",2003,0.499,0.577,0.499,0.499,0.577,0.577
"Estonia",2004,0.507,0.562,0.507,0.507,0.562,0.562
"Estonia",2005,0.506,0.546,0.506,0.506,0.546,0.546
"Estonia",2006,0.502,0.537,0.502,0.502,0.537,0.537
"Estonia",2007,0.495,0.544,0.495,0.495,0.544,0.544
"Estonia",2008,0.494,0.517,0.494,0.494,0.517,0.517
"Estonia",2009,0.493,0.533,0.493,0.493,0.533,0.533
"Estonia",2010,0.497,0.537,0.497,0.497,0.537,0.537
"Estonia",2011,NA,NA,NA,NA,NA,NA
"Hungary",1970,NA,NA,NA,NA,NA,NA
"Hungary",1971,NA,NA,NA,NA,NA,NA
"Hungary",1972,NA,NA,NA,NA,NA,NA
"Hungary",1973,NA,NA,NA,NA,NA,NA
"Hungary",1974,NA,NA,NA,NA,NA,NA
"Hungary",1975,NA,NA,NA,NA,NA,NA
"Hungary",1976,NA,NA,NA,NA,NA,NA
"Hungary",1977,NA,NA,NA,NA,NA,NA
"Hungary",1978,NA,NA,NA,NA,NA,NA
"Hungary",1979,NA,NA,NA,NA,NA,NA
"Hungary",1980,NA,NA,NA,NA,NA,NA
"Hungary",1981,NA,NA,NA,NA,NA,NA
"Hungary",1982,NA,NA,NA,NA,NA,NA
"Hungary",1983,NA,NA,NA,NA,NA,NA
"Hungary",1984,NA,NA,NA,NA,NA,NA
"Hungary",1985,NA,NA,NA,NA,NA,NA
"Hungary",1986,NA,NA,NA,NA,NA,NA
"Hungary",1987,NA,NA,NA,NA,NA,NA
"Hungary",1988,NA,NA,NA,NA,NA,NA
"Hungary",1989,NA,NA,NA,NA,NA,NA
"Hungary",1990,NA,NA,NA,NA,NA,NA
"Hungary",1991,NA,NA,NA,NA,NA,NA
"Hungary",1992,0.842,0.818,0.842,0.842,0.818,0.818
"Hungary",1993,0.845,0.815,0.845,0.845,0.815,0.815
"Hungary",1994,0.708,0.748,0.708,0.708,0.748,0.748
"Hungary",1995,0.668,0.708,0.668,0.668,0.708,0.708
"Hungary",1996,0.604,0.504,0.604,0.604,0.504,0.504
"Hungary",1997,0.544,0.544,0.544,0.544,0.544,0.544
"Hungary",1998,0.548,0.584,0.548,0.548,0.584,0.584
"Hungary",1999,0.532,0.626,0.532,0.532,0.626,0.626
"Hungary",2000,0.561,0.647,0.561,0.561,0.647,0.647
"Hungary",2001,0.493,0.578,0.493,0.493,0.578,0.578
"Hungary",2002,0.476,0.56,0.476,0.476,0.56,0.56
"Hungary",2003,0.479,0.547,0.479,0.479,0.547,0.547
"Hungary",2004,0.464,0.522,0.464,0.464,0.522,0.522
"Hungary",2005,0.447,0.509,0.447,0.447,0.509,0.509
"Hungary",2006,0.473,0.583,0.473,0.473,0.583,0.583
"Hungary",2007,0.515,0.617,0.515,0.515,0.617,0.617
"Hungary",2008,0.509,0.612,0.509,0.509,0.612,0.612
"Hungary",2009,0.506,0.605,0.506,0.506,0.605,0.605
"Hungary",2010,0.508,0.605,0.508,0.508,0.605,0.605
"Hungary",2011,NA,NA,NA,NA,NA,NA
"Latvia",1970,NA,NA,NA,NA,NA,NA
"Latvia",1971,NA,NA,NA,NA,NA,NA
"Latvia",1972,NA,NA,NA,NA,NA,NA
"Latvia",1973,NA,NA,NA,NA,NA,NA
"Latvia",1974,NA,NA,NA,NA,NA,NA
"Latvia",1975,NA,NA,NA,NA,NA,NA
"Latvia",1976,NA,NA,NA,NA,NA,NA
"Latvia",1977,NA,NA,NA,NA,NA,NA
"Latvia",1978,NA,NA,NA,NA,NA,NA
"Latvia",1979,NA,NA,NA,NA,NA,NA
"Latvia",1980,NA,NA,NA,NA,NA,NA
"Latvia",1981,NA,NA,NA,NA,NA,NA
"Latvia",1982,NA,NA,NA,NA,NA,NA
"Latvia",1983,NA,NA,NA,NA,NA,NA
"Latvia",1984,NA,NA,NA,NA,NA,NA
"Latvia",1985,NA,NA,NA,NA,NA,NA
"Latvia",1986,NA,NA,NA,NA,NA,NA
"Latvia",1987,NA,NA,NA,NA,NA,NA
"Latvia",1988,NA,NA,NA,NA,NA,NA
"Latvia",1989,NA,NA,NA,NA,NA,NA
"Latvia",1990,NA,NA,NA,NA,NA,NA
"Latvia",1991,NA,NA,NA,NA,NA,NA
"Latvia",1992,NA,NA,NA,NA,NA,NA
"Latvia",1993,NA,NA,NA,NA,NA,NA
"Latvia",1994,NA,NA,NA,NA,NA,NA
"Latvia",1995,0.34,0.36,0.34,0.34,0.36,0.36
"Latvia",1996,0.32,0.34,0.32,0.32,0.34,0.34
"Latvia",1997,0.75,0.71,0.75,0.75,0.71,0.71
"Latvia",1998,0.73,0.7,0.73,0.73,0.7,0.7
"Latvia",1999,0.73,0.7,0.73,0.73,0.7,0.7
"Latvia",2000,0.73,0.7,0.73,0.73,0.7,0.7
"Latvia",2001,0.73,0.71,0.73,0.73,0.71,0.71
"Latvia",2002,0.73,0.71,0.73,0.73,0.71,0.71
"Latvia",2003,0.74,0.72,0.74,0.74,0.72,0.72
"Latvia",2004,0.74,0.72,0.74,0.74,0.72,0.72
"Latvia",2005,0.74,0.7,0.74,0.74,0.7,0.7
"Latvia",2006,0.74,0.7,0.74,0.74,0.7,0.7
"Latvia",2007,0.73,0.68,0.73,0.73,0.68,0.68
"Latvia",2008,0.72,0.65,0.72,0.72,0.65,0.65
"Latvia",2009,0.73,0.65,0.73,0.73,0.65,0.65
"Latvia",2010,0.76,0.66,0.76,0.76,0.66,0.66
"Latvia",2011,NA,NA,NA,NA,NA,NA
"Lithuania",1970,NA,NA,NA,NA,NA,NA
"Lithuania",1971,NA,NA,NA,NA,NA,NA
"Lithuania",1972,NA,NA,NA,NA,NA,NA
"Lithuania",1973,NA,NA,NA,NA,NA,NA
"Lithuania",1974,NA,NA,NA,NA,NA,NA
"Lithuania",1975,NA,NA,NA,NA,NA,NA
"Lithuania",1976,NA,NA,NA,NA,NA,NA
"Lithuania",1977,NA,NA,NA,NA,NA,NA
"Lithuania",1978,NA,NA,NA,NA,NA,NA
"Lithuania",1979,NA,NA,NA,NA,NA,NA
"Lithuania",1980,NA,NA,NA,NA,NA,NA
"Lithuania",1981,NA,NA,NA,NA,NA,NA
"Lithuania",1982,NA,NA,NA,NA,NA,NA
"Lithuania",1983,NA,NA,NA,NA,NA,NA
"Lithuania",1984,NA,NA,NA,NA,NA,NA
"Lithuania",1985,NA,NA,NA,NA,NA,NA
"Lithuania",1986,NA,NA,NA,NA,NA,NA
"Lithuania",1987,NA,NA,NA,NA,NA,NA
"Lithuania",1988,NA,NA,NA,NA,NA,NA
"Lithuania",1989,NA,NA,NA,NA,NA,NA
"Lithuania",1990,NA,NA,NA,NA,NA,NA
"Lithuania",1991,NA,NA,NA,NA,NA,NA
"Lithuania",1992,NA,NA,NA,NA,NA,NA
"Lithuania",1993,NA,NA,NA,NA,NA,NA
"Lithuania",1994,NA,NA,NA,NA,NA,NA
"Lithuania",1995,0.335,0.335,0.335,0.335,0.335,0.335
"Lithuania",1996,0.334,0.334,0.334,0.334,0.334,0.334
"Lithuania",1997,0.329,0.329,0.329,0.329,0.329,0.329
"Lithuania",1998,0.286,0.286,0.286,0.286,0.286,0.286
"Lithuania",1999,0.275,0.275,0.275,0.275,0.275,0.275
"Lithuania",2000,0.327,0.327,0.327,0.327,0.327,0.327
"Lithuania",2001,0.326,0.326,0.326,0.326,0.326,0.326
"Lithuania",2002,0.318,0.318,0.318,0.318,0.318,0.318
"Lithuania",2003,0.327,0.318,0.327,0.327,0.318,0.318
"Lithuania",2004,0.275,0.268,0.275,0.275,0.268,0.268
"Lithuania",2005,0.57,0.694,0.57,0.57,0.694,0.694
"Lithuania",2006,0.586,0.714,0.586,0.586,0.714,0.714
"Lithuania",2007,0.556,0.692,0.556,0.556,0.692,0.692
"Lithuania",2008,0.558,0.68,0.558,0.558,0.68,0.68
"Lithuania",2009,0.621,0.735,0.621,0.621,0.735,0.735
"Lithuania",2010,0.471,0.456,0.471,0.471,0.456,0.456
"Lithuania",2011,NA,NA,NA,NA,NA,NA
"Poland",1970,NA,NA,NA,NA,NA,NA
"Poland",1971,NA,NA,NA,NA,NA,NA
"Poland",1972,NA,NA,NA,NA,NA,NA
"Poland",1973,NA,NA,NA,NA,NA,NA
"Poland",1974,NA,NA,NA,NA,NA,NA
"Poland",1975,NA,NA,NA,NA,NA,NA
"Poland",1976,NA,NA,NA,NA,NA,NA
"Poland",1977,NA,NA,NA,NA,NA,NA
"Poland",1978,NA,NA,NA,NA,NA,NA
"Poland",1979,NA,NA,NA,NA,NA,NA
"Poland",1980,NA,NA,NA,NA,NA,NA
"Poland",1981,NA,NA,NA,NA,NA,NA
"Poland",1982,NA,NA,NA,NA,NA,NA
"Poland",1983,NA,NA,NA,NA,NA,NA
"Poland",1984,NA,NA,NA,NA,NA,NA
"Poland",1985,NA,NA,NA,NA,NA,NA
"Poland",1986,NA,NA,NA,NA,NA,NA
"Poland",1987,NA,NA,NA,NA,NA,NA
"Poland",1988,NA,NA,NA,NA,NA,NA
"Poland",1989,NA,NA,NA,NA,NA,NA
"Poland",1990,NA,NA,NA,NA,NA,NA
"Poland",1991,NA,NA,NA,NA,NA,NA
"Poland",1992,NA,NA,NA,NA,NA,NA
"Poland",1993,NA,NA,NA,NA,NA,NA
"Poland",1994,NA,NA,NA,NA,NA,NA
"Poland",1995,0.375,0.459,0.375,0.375,0.459,0.459
"Poland",1996,0.326,0.391,0.326,0.326,0.391,0.391
"Poland",1997,0.291,0.345,0.291,0.291,0.345,0.345
"Poland",1998,0.289,0.347,0.289,0.289,0.347,0.347
"Poland",1999,0.32,0.382,0.32,0.32,0.382,0.382
"Poland",2000,0.283,0.341,0.283,0.283,0.341,0.341
"Poland",2001,0.291,0.347,0.291,0.291,0.347,0.347
"Poland",2002,0.285,0.342,0.285,0.285,0.342,0.342
"Poland",2003,0.303,0.362,0.303,0.303,0.362,0.362
"Poland",2004,0.299,0.354,0.299,0.299,0.354,0.354
"Poland",2005,0.291,0.346,0.291,0.291,0.346,0.346
"Poland",2006,0.287,0.342,0.287,0.287,0.342,0.342
"Poland",2007,0.259,0.302,0.259,0.259,0.302,0.302
"Poland",2008,0.246,0.284,0.246,0.246,0.284,0.284
"Poland",2009,0.239,0.276,0.239,0.239,0.276,0.276
"Poland",2010,0.257,0.315,0.257,0.257,0.315,0.315
"Poland",2011,NA,NA,NA,NA,NA,NA
"Slovakia",1970,NA,NA,NA,NA,NA,NA
"Slovakia",1971,NA,NA,NA,NA,NA,NA
"Slovakia",1972,NA,NA,NA,NA,NA,NA
"Slovakia",1973,NA,NA,NA,NA,NA,NA
"Slovakia",1974,NA,NA,NA,NA,NA,NA
"Slovakia",1975,NA,NA,NA,NA,NA,NA
"Slovakia",1976,NA,NA,NA,NA,NA,NA
"Slovakia",1977,NA,NA,NA,NA,NA,NA
"Slovakia",1978,NA,NA,NA,NA,NA,NA
"Slovakia",1979,NA,NA,NA,NA,NA,NA
"Slovakia",1980,NA,NA,NA,NA,NA,NA
"Slovakia",1981,NA,NA,NA,NA,NA,NA
"Slovakia",1982,NA,NA,NA,NA,NA,NA
"Slovakia",1983,NA,NA,NA,NA,NA,NA
"Slovakia",1984,NA,NA,NA,NA,NA,NA
"Slovakia",1985,NA,NA,NA,NA,NA,NA
"Slovakia",1986,NA,NA,NA,NA,NA,NA
"Slovakia",1987,NA,NA,NA,NA,NA,NA
"Slovakia",1988,NA,NA,NA,NA,NA,NA
"Slovakia",1989,NA,NA,NA,NA,NA,NA
"Slovakia",1990,NA,NA,NA,NA,NA,NA
"Slovakia",1991,NA,NA,NA,NA,NA,NA
"Slovakia",1992,NA,NA,NA,NA,NA,NA
"Slovakia",1993,NA,NA,NA,NA,NA,NA
"Slovakia",1994,NA,NA,NA,NA,NA,NA
"Slovakia",1995,0.686,0.546,0.686,0.686,0.546,0.546
"Slovakia",1996,0.69,0.546,0.69,0.69,0.546,0.546
"Slovakia",1997,0.691,0.549,0.691,0.691,0.549,0.549
"Slovakia",1998,0.692,0.553,0.692,0.692,0.553,0.553
"Slovakia",1999,0.707,0.538,0.707,0.707,0.538,0.538
"Slovakia",2000,0.585,0.46,0.585,0.585,0.46,0.46
"Slovakia",2001,0.591,0.567,0.591,0.591,0.567,0.567
"Slovakia",2002,0.584,0.479,0.584,0.584,0.479,0.479
"Slovakia",2003,0.587,0.508,0.587,0.587,0.508,0.508
"Slovakia",2004,0.635,0.506,0.635,0.635,0.506,0.506
"Slovakia",2005,0.635,0.503,0.635,0.635,0.503,0.503
"Slovakia",2006,0.637,0.505,0.637,0.637,0.505,0.505
"Slovakia",2007,0.638,0.508,0.638,0.638,0.508,0.508
"Slovakia",2008,0.61,0.509,0.61,0.61,0.509,0.509
"Slovakia",2009,0.632,0.509,0.632,0.632,0.509,0.509
"Slovakia",2010,0.633,0.548,0.633,0.633,0.548,0.548
"Slovakia",2011,NA,NA,NA,NA,NA,NA
"Slovenia",1970,NA,NA,NA,NA,NA,NA
"Slovenia",1971,NA,NA,NA,NA,NA,NA
"Slovenia",1972,NA,NA,NA,NA,NA,NA
"Slovenia",1973,NA,NA,NA,NA,NA,NA
"Slovenia",1974,NA,NA,NA,NA,NA,NA
"Slovenia",1975,NA,NA,NA,NA,NA,NA
"Slovenia",1976,NA,NA,NA,NA,NA,NA
"Slovenia",1977,NA,NA,NA,NA,NA,NA
"Slovenia",1978,NA,NA,NA,NA,NA,NA
"Slovenia",1979,NA,NA,NA,NA,NA,NA
"Slovenia",1980,NA,NA,NA,NA,NA,NA
"Slovenia",1981,NA,NA,NA,NA,NA,NA
"Slovenia",1982,NA,NA,NA,NA,NA,NA
"Slovenia",1983,NA,NA,NA,NA,NA,NA
"Slovenia",1984,NA,NA,NA,NA,NA,NA
"Slovenia",1985,NA,NA,NA,NA,NA,NA
"Slovenia",1986,NA,NA,NA,NA,NA,NA
"Slovenia",1987,NA,NA,NA,NA,NA,NA
"Slovenia",1988,NA,NA,NA,NA,NA,NA
"Slovenia",1989,NA,NA,NA,NA,NA,NA
"Slovenia",1990,NA,NA,NA,NA,NA,NA
"Slovenia",1991,NA,NA,NA,NA,NA,NA
"Slovenia",1992,NA,NA,NA,NA,NA,NA
"Slovenia",1993,NA,NA,NA,NA,NA,NA
"Slovenia",1994,NA,NA,NA,NA,NA,NA
"Slovenia",1995,0.419,0.733,0.419,0.419,0.733,0.733
"Slovenia",1996,0.419,0.733,0.419,0.419,0.733,0.733
"Slovenia",1997,0.419,0.733,0.419,0.419,0.733,0.733
"Slovenia",1998,0.419,0.734,0.419,0.419,0.734,0.734
"Slovenia",1999,0.515,0.851,0.515,0.515,0.851,0.851
"Slovenia",2000,0.515,0.858,0.515,0.515,0.858,0.858
"Slovenia",2001,0.515,0.874,0.515,0.515,0.874,0.874
"Slovenia",2002,0.515,0.849,0.515,0.515,0.849,0.849
"Slovenia",2003,0.516,0.853,0.516,0.516,0.853,0.853
"Slovenia",2004,0.516,0.861,0.516,0.516,0.861,0.861
"Slovenia",2005,0.561,0.802,0.561,0.561,0.802,0.802
"Slovenia",2006,0.561,0.797,0.561,0.561,0.797,0.797
"Slovenia",2007,0.562,0.795,0.562,0.562,0.795,0.795
"Slovenia",2008,0.666,0.737,0.666,0.666,0.737,0.737
"Slovenia",2009,0.671,0.74,0.671,0.671,0.74,0.74
"Slovenia",2010,0.698,0.734,0.698,0.698,0.734,0.734
"Slovenia",2011,NA,NA,NA,NA,NA,NA
